,Address,Ins,Outs,Balance,Label,In_amount,Out_amount,Total,First_in,Last_in,First_out,Last_out,Address_length,Percentage,Diff,Percentage_ins,Percentage_outs,Percentage_diff,Interval_in,Interval_out,Interval_diff,Interval_first,Interval_in_days,Interval_out_days,Interval_first_days,Avg_acc_in,Avg_acc_out,Diff_avg_acc,Last_transaction,Interval_from_last_tx,Interval_from_last_tx_days,Last_future,genesis,First in,genesis_to_first_in,genesis_to_first_in_days
10,3Kzh9qAqVWQhEsfQz7zEQL1EuSx5tyNLNSÂ 2-of-3,1624.0,1469.0,61419,Exchange,,,3093.0,2015-08-25 02:28:00,2022-07-11 17:37:00,2015-08-25 22:44:00,2022-07-11 17:37:00,42,0.32170135121481425,155.0,52.505657937277725,47.494342062722275,5.011315874555447,2512 days 15:09:00.000000000,2511 days 18:53:00.000000000,0 days 20:16:00.000000000,0 days 20:16:00.000000000,2512.0,2511.0,0.0,,,,2022-07-11 17:37:00,0 days 23:23:00.000000000,0.0,False,2009-01-03 00:00:00,2015-08-25 02:28:00,2425 days 02:28:00.000000000,2425.0
11,1LdRcdxfbSnmCYYNdeYpUnztiYzVfBEQeC,136.0,0.0,53880,,53880.06216317,0.0,136.0,2014-05-28 00:49:00,2022-07-09 06:59:00,,,34,0.28221346494495503,136.0,100.0,0.0,100.0,2964 days 06:10:00.000000000,,,,2964.0,,,18.17815862455128,,,2022-07-09 06:59:00,3 days 10:01:00.000000000,3.0,False,2009-01-03 00:00:00,2014-05-28 00:49:00,1971 days 00:49:00.000000000,1971.0
12,1AC4fMwgY8j9onSbXEWeH6Zan8QGMSdmtA,109.0,0.0,51830,,51830.39700631,0.0,109.0,2018-01-07 15:45:00,2022-06-18 09:55:00,,,34,0.27147594447099144,109.0,100.0,0.0,100.0,1622 days 18:10:00.000000000,,,,1622.0,,,31.954622075406903,,,2022-06-18 09:55:00,24 days 07:05:00.000000000,24.0,False,2009-01-03 00:00:00,2018-01-07 15:45:00,3291 days 15:45:00.000000000,3291.0
13,35PPdr9CSZuqwi2S7vj9ResHQCVTsYuB3z,1.0,0.0,50562,,50562.37086213,0.0,1.0,2022-07-09 06:55:00,2022-07-09 06:55:00,,,34,0.2648343952217301,1.0,100.0,0.0,100.0,0 days 00:00:00.000000000,,,,0.0,,,inf,,,2022-07-09 06:55:00,3 days 10:05:00.000000000,3.0,False,2009-01-03 00:00:00,2022-07-09 06:55:00,4935 days 06:55:00.000000000,4935.0
14,bc1qmxjefnuy06v345v6vhwpwt05dztztmx4g3y7wp,8.0,0.0,49826,,49825.72376945,0.0,8.0,2022-03-25 18:03:00,2022-06-17 00:52:00,,,42,0.2609793634808339,8.0,100.0,0.0,100.0,83 days 06:49:00.000000000,,,,83.0,,,600.3099249331325,,,2022-06-17 00:52:00,25 days 16:08:00.000000000,25.0,False,2009-01-03 00:00:00,2022-03-25 18:03:00,4829 days 18:03:00.000000000,4829.0
15,bc1qm34lsc65zpw79lxes69zkqmk6ee3ewf0j77s3h,405985.0,403015.0,47191,Exchange,30133798.68544683,30086441.90307262,809000.0,2021-10-08 09:14:00,2022-07-12 13:20:00,2021-10-12 09:03:00,2022-07-12 13:20:00,42,0.24717772131064167,2970.0,50.183559950556244,49.816440049443756,0.36711990111248455,277 days 04:06:00.000000000,273 days 04:17:00.000000000,3 days 23:49:00.000000000,3 days 23:49:00.000000000,277.0,273.0,3.0,108786.27684276833,110206.74689770192,-1420.470054933583,2022-07-12 13:20:00,0 days 03:40:00.000000000,0.0,False,2009-01-03 00:00:00,2021-10-08 09:14:00,4661 days 09:14:00.000000000,4661.0
16,1LruNZjwamWJXThX2Y8C2d47QqhAkkc5os,41.0,0.0,44000,,44000.08631077,0.0,41.0,2019-11-24 16:11:00,2022-06-17 00:52:00,,,34,0.23046385407531592,41.0,100.0,0.0,100.0,935 days 08:41:00.000000000,,,,935.0,,,47.05891584039572,,,2022-06-17 00:52:00,25 days 16:08:00.000000000,25.0,False,2009-01-03 00:00:00,2019-11-24 16:11:00,3977 days 16:11:00.000000000,3977.0
17,1HiCfvt2NMyoTdUtjBApabZFCd5myJWJzG,42.0,0.0,38962,,38962.38392942,0.0,42.0,2022-06-07 10:17:00,2022-06-17 00:52:00,,,34,0.20407574278369223,42.0,100.0,0.0,100.0,9 days 14:35:00.000000000,,,,9.0,,,4329.153769935556,,,2022-06-17 00:52:00,25 days 16:08:00.000000000,25.0,False,2009-01-03 00:00:00,2022-06-07 10:17:00,4903 days 10:17:00.000000000,4903.0
18,3LQUu4v9z6KNch71j7kbj8GPeAGUo1FW6a,4.0,0.0,37927,,37926.9774951,0.0,4.0,2021-10-24 17:14:00,2022-06-17 00:52:00,,,34,0.19865460439805696,4.0,100.0,0.0,100.0,235 days 07:38:00.000000000,,,,235.0,,,161.39139359617022,,,2022-06-17 00:52:00,25 days 16:08:00.000000000,25.0,False,2009-01-03 00:00:00,2021-10-24 17:14:00,4677 days 17:14:00.000000000,4677.0
19,3LCGsSmfr24demGvriN4e3ft8wEcDuHFqhÂ 2-of-2,5115.0,4747.0,37115,Exchange,,,9862.0,2019-10-01 05:09:00,2022-07-12 12:48:00,2019-10-09 06:48:00,2022-07-12 09:23:00,42,0.19440149872739432,368.0,51.86574731291827,48.13425268708173,3.731494625836544,1015 days 07:39:00.000000000,1007 days 02:35:00.000000000,8 days 05:04:00.000000000,8 days 01:39:00.000000000,1015.0,1007.0,8.0,,,,2022-07-12 12:48:00,0 days 04:12:00.000000000,0.0,False,2009-01-03 00:00:00,2019-10-01 05:09:00,3923 days 05:09:00.000000000,3923.0
20,3JZq4atUahhuA9rLhXLMhhTo133J9rF97j,3850.0,3841.0,36400,Exchange,3721589.43839942,3685188.94939042,7691.0,2018-11-02 21:14:00,2022-07-07 21:12:00,2018-11-04 17:08:00,2022-06-27 23:13:00,34,0.19065646109867043,9.0,50.05850994669093,49.94149005330906,0.11701989338187492,1342 days 23:58:00.000000000,1331 days 06:05:00.000000000,11 days 17:53:00.000000000,1 days 19:54:00.000000000,1342.0,1331.0,1.0,2773.1664965718483,2768.737001795958,4.429494775890362,2022-07-07 21:12:00,4 days 19:48:00.000000000,4.0,False,2009-01-03 00:00:00,2018-11-02 21:14:00,3590 days 21:14:00.000000000,3590.0
21,bc1q7ydrtdn8z62xhslqyqtyt38mm4e2c4h3mxjkug,19.0,0.0,36000,,36000.4135244,0.0,19.0,2021-07-27 15:54:00,2022-06-17 00:52:00,,,42,0.18856133515253118,19.0,100.0,0.0,100.0,324 days 08:58:00.000000000,,,,324.0,,,111.11238742098764,,,2022-06-17 00:52:00,25 days 16:08:00.000000000,25.0,False,2009-01-03 00:00:00,2021-07-27 15:54:00,4588 days 15:54:00.000000000,4588.0
22,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67Â 2-of-6,292.0,212.0,34067,Exchange,,,504.0,2016-03-14 23:20:00,2022-06-27 22:49:00,2016-03-15 18:57:00,2022-06-17 13:45:00,42,0.17843663901781334,80.0,57.936507936507944,42.06349206349206,15.873015873015872,2295 days 23:29:00.000000000,2284 days 18:48:00.000000000,11 days 04:41:00.000000000,0 days 19:37:00.000000000,2295.0,2284.0,0.0,,,,2022-06-27 22:49:00,14 days 18:11:00.000000000,14.0,False,2009-01-03 00:00:00,2016-03-14 23:20:00,2627 days 23:20:00.000000000,2627.0
23,bc1qcdeadk07jkthules0yw9u9ue9pklvr608ez94jgwcf7h2ldzcg6qwxp9er,3.0,0.0,32542,,32542.42766444,0.0,3.0,2022-06-15 08:25:00,2022-06-23 01:21:00,,,62,0.1704489713481575,3.0,100.0,0.0,100.0,7 days 16:56:00.000000000,,,,7.0,,,4648.918237777143,,,2022-06-23 01:21:00,19 days 15:39:00.000000000,19.0,False,2009-01-03 00:00:00,2022-06-15 08:25:00,4911 days 08:25:00.000000000,4911.0
24,12XqeqZRVkBDgmPLVY4ZC6Y4ruUUEug8Fx,26.0,10.0,32321,,355727.99892778,323406.99893568,36.0,2020-12-13 14:01:00,2022-06-17 00:52:00,2022-04-12 07:39:00,2022-04-23 14:41:00,34,0.16929141426291558,16.0,72.22222222222221,27.77777777777778,44.44444444444444,550 days 10:51:00.000000000,11 days 07:02:00.000000000,539 days 03:49:00.000000000,484 days 17:38:00.000000000,550.0,11.0,484.0,646.7781798686909,29400.636266880003,-28753.85808701131,2022-06-17 00:52:00,25 days 16:08:00.000000000,25.0,False,2009-01-03 00:00:00,2020-12-13 14:01:00,4362 days 14:01:00.000000000,4362.0
25,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,4722.0,1.0,31643,,31650.58088253,7.19867738,4723.0,2020-05-12 02:57:00,2022-06-17 00:52:00,2020-07-20 04:53:00,2020-07-20 04:53:00,42,0.16574017578420958,4721.0,99.97882701672665,0.021172983273343216,99.95765403345331,765 days 21:55:00.000000000,0 days 00:00:00.000000000,765 days 21:55:00.000000000,69 days 01:56:00.000000000,765.0,0.0,69.0,41.37330834317647,inf,-inf,2022-06-17 00:52:00,25 days 16:08:00.000000000,25.0,False,2009-01-03 00:00:00,2020-05-12 02:57:00,4147 days 02:57:00.000000000,4147.0
26,3FHNBLobJnbCTFTVakh5TXmEneyf5PT61B,4.0,0.0,31275,,31275.34587166,0.0,4.0,2021-07-26 16:25:00,2022-06-23 01:21:00,,,34,0.16381265991376148,4.0,100.0,0.0,100.0,331 days 08:56:00.000000000,,,,331.0,,,94.48744976332327,,,2022-06-23 01:21:00,19 days 15:39:00.000000000,19.0,False,2009-01-03 00:00:00,2021-07-26 16:25:00,4587 days 16:25:00.000000000,4587.0
27,12ib7dApVFvg82TXKycWBNpN8kFyiAN1dr,138.0,4.0,31000,,52700.07069388,21700.0,142.0,2010-05-13 10:22:00,2022-06-30 09:04:00,2010-06-02 12:57:00,2010-07-25 01:35:00,34,0.16237226082579076,134.0,97.1830985915493,2.8169014084507045,94.36619718309859,4430 days 22:42:00.000000000,52 days 12:38:00.000000000,4378 days 10:04:00.000000000,20 days 02:35:00.000000000,4430.0,52.0,20.0,11.89617848620316,417.3076923076923,-405.41151382148917,2022-06-30 09:04:00,12 days 07:56:00.000000000,12.0,False,2009-01-03 00:00:00,2010-05-13 10:22:00,495 days 10:22:00.000000000,495.0
28,385cR5DM96n1HvBDMzLHPYcw89fZAXULJP,123.0,73.0,29002,Exchange,3410451.243098,3381449.38375559,196.0,2018-12-21 02:16:00,2022-05-13 20:17:00,2019-01-09 23:58:00,2022-05-13 20:17:00,34,0.15190710672482527,50.0,62.755102040816325,37.244897959183675,25.510204081632654,1239 days 18:01:00.000000000,1219 days 20:19:00.000000000,19 days 21:42:00.000000000,19 days 21:42:00.000000000,1239.0,1219.0,19.0,2752.5837313139627,2773.9535551727563,-21.369823858793552,2022-05-13 20:17:00,59 days 20:43:00.000000000,59.0,False,2009-01-03 00:00:00,2018-12-21 02:16:00,3639 days 02:16:00.000000000,3639.0
29,bc1qjysjfd9t9aspttpjqzv68k0ydpe7pvyd5vlyn37868473lell5tqkz456m,76.0,32.0,28392,,47305.19336995,18913.04459413,108.0,2021-11-14 14:38:00,2022-06-17 00:52:00,2022-02-03 03:05:00,2022-05-17 05:25:00,62,0.14871203965696295,44.0,70.37037037037037,29.629629629629626,40.74074074074074,214 days 10:14:00.000000000,103 days 02:20:00.000000000,111 days 07:54:00.000000000,80 days 12:27:00.000000000,214.0,103.0,80.0,221.05230546705607,183.6217921760194,37.430513291036675,2022-06-17 00:52:00,25 days 16:08:00.000000000,25.0,False,2009-01-03 00:00:00,2021-11-14 14:38:00,4698 days 14:38:00.000000000,4698.0
30,12tkqA9xSoowkzoERHMWNKsTey55YEBqkv,140.0,0.0,28151,,28151.05861225,0.0,140.0,2010-04-06 00:47:00,2022-06-17 00:52:00,,,34,0.14744972627441405,140.0,100.0,0.0,100.0,4455 days 00:05:00.000000000,,,,4455.0,,,6.3189806088103255,,,2022-06-17 00:52:00,25 days 16:08:00.000000000,25.0,False,2009-01-03 00:00:00,2010-04-06 00:47:00,458 days 00:47:00.000000000,458.0
31,bc1q4jchcr7nla277su5lpjzttxp3xg5j8wds5lcwg,5289.0,5284.0,27791,,4524509.24936676,4496655.42678598,10573.0,2020-08-20 19:27:00,2022-07-12 12:21:00,2020-08-20 22:22:00,2022-07-11 22:20:00,42,0.14556411292288873,5.0,50.023645133831465,49.97635486616854,0.04729026766291497,690 days 16:54:00.000000000,689 days 23:58:00.000000000,0 days 16:56:00.000000000,0 days 02:55:00.000000000,690.0,689.0,0.0,6557.2597816909565,6526.350401721306,30.909379969650217,2022-07-12 12:21:00,0 days 04:39:00.000000000,0.0,False,2009-01-03 00:00:00,2020-08-20 19:27:00,4247 days 19:27:00.000000000,4247.0
32,35c9KmMXzn7wu5TVttu8cB3aUjFzYMtEps,12.0,0.0,25160,,25160.1,4200.0,12.0,2022-07-12 00:16:00,2022-07-12 00:16:00,,,34,0.1317834220121579,12.0,100.0,0.0,100.0,0 days 00:00:00.000000000,,,,0.0,,,inf,,,2022-07-12 00:16:00,0 days 16:44:00.000000000,0.0,False,2009-01-03 00:00:00,2022-07-12 00:16:00,4938 days 00:16:00.000000000,4938.0
33,17MWdxfjPYP2PYhdy885QtihfbW181r1rn,13.0,0.0,24495,,24495.3504357,0.0,13.0,2020-12-13 13:50:00,2022-06-17 00:52:00,,,34,0.12830027512670145,13.0,100.0,0.0,100.0,550 days 11:02:00.000000000,,,,550.0,,,44.537000792181814,,,2022-06-17 00:52:00,25 days 16:08:00.000000000,25.0,False,2009-01-03 00:00:00,2020-12-13 13:50:00,4362 days 13:50:00.000000000,4362.0
34,1aXzEKiDJKzkPxTZy9zGc3y1nCDwDPub2,218.0,214.0,24181,,263978.77119504,239798.25360386,432.0,2016-08-04 12:29:00,2022-07-11 18:09:00,2016-11-18 15:58:00,2021-12-23 14:50:00,33,0.12665560125898215,4.0,50.46296296296296,49.53703703703704,0.9259259259259258,2167 days 05:40:00.000000000,1860 days 22:52:00.000000000,306 days 06:48:00.000000000,106 days 03:29:00.000000000,2167.0,1860.0,106.0,121.81761476467007,128.92379226013978,-7.106177495469709,2022-07-11 18:09:00,0 days 22:51:00.000000000,0.0,False,2009-01-03 00:00:00,2016-08-04 12:29:00,2770 days 12:29:00.000000000,2770.0
35,19D5J8c59P2bAkWKvxSYw8scD3KUNWoZ1C,16.0,0.0,23969,,23969.00154845,0.0,16.0,2020-12-13 12:33:00,2022-06-17 00:52:00,,,34,0.12554518450752833,16.0,100.0,0.0,100.0,550 days 12:19:00.000000000,,,,550.0,,,43.580002815363635,,,2022-06-17 00:52:00,25 days 16:08:00.000000000,25.0,False,2009-01-03 00:00:00,2020-12-13 12:33:00,4362 days 12:33:00.000000000,4362.0
36,3FupZp77ySr7jwoLYEJ9mwzJpvoNBXsBnE,381.0,343.0,23484,Exchange,81174.13377195,57690.33231652,724.0,2021-02-17 19:32:00,2022-07-12 01:21:00,2021-04-20 23:27:00,2022-07-12 00:29:00,34,0.12300484429783451,38.0,52.62430939226519,47.3756906077348,5.248618784530387,509 days 05:49:00.000000000,447 days 01:02:00.000000000,62 days 04:47:00.000000000,62 days 03:55:00.000000000,509.0,447.0,62.0,159.47766949302553,129.06114612196868,30.416523371056854,2022-07-12 01:21:00,0 days 15:39:00.000000000,0.0,False,2009-01-03 00:00:00,2021-02-17 19:32:00,4428 days 19:32:00.000000000,4428.0
37,14m3sd9HCCFJW4LymahJCKMabAxTK4DAqW,776.0,769.0,23220,,168031.73765802,144811.73765802,1545.0,2020-03-09 04:20:00,2022-06-24 23:57:00,2020-03-09 07:59:00,2022-05-12 12:04:00,34,0.12162206117338262,7.0,50.22653721682848,49.773462783171524,0.45307443365695793,837 days 19:37:00.000000000,794 days 04:05:00.000000000,43 days 15:32:00.000000000,0 days 03:39:00.000000000,837.0,794.0,0.0,200.75476422702508,182.38254113100754,18.372223096017535,2022-06-24 23:57:00,17 days 17:03:00.000000000,17.0,False,2009-01-03 00:00:00,2020-03-09 04:20:00,4083 days 04:20:00.000000000,4083.0
38,1932eKraQ3Ad9MeNBHb14WFQbNrLaKeEpT,29.0,0.0,22900,,22899.99043553,0.0,29.0,2020-03-17 14:28:00,2021-06-13 22:07:00,,,34,0.11994596041647124,29.0,100.0,0.0,100.0,453 days 07:39:00.000000000,,,,453.0,,,50.55185526607064,,,2021-06-13 22:07:00,393 days 18:53:00.000000000,393.0,False,2009-01-03 00:00:00,2020-03-17 14:28:00,4091 days 14:28:00.000000000,4091.0
39,18B1dqmRiMVt6mwUrqMUvkT14mChTwdXGT,2.0,0.0,20180,,20179.71272355,0.0,2.0,2022-07-06 22:54:00,2022-07-06 22:55:00,,,34,0.10569910398272443,2.0,100.0,0.0,100.0,0 days 00:01:00.000000000,,,,0.0,,,inf,,,2022-07-06 22:55:00,5 days 18:05:00.000000000,5.0,False,2009-01-03 00:00:00,2022-07-06 22:54:00,4932 days 22:54:00.000000000,4932.0
40,bc1qtw30nantkrh7y5ue73gm4mmy0zezfqxug3psr94sd967qwg7f76scfmr9p,165.0,40.0,20136,,24950.78538292,4814.55,205.0,2021-03-21 18:12:00,2021-03-21 20:32:00,2021-03-21 18:12:00,2021-03-21 19:47:00,62,0.10546864012864912,125.0,80.48780487804879,19.51219512195122,60.97560975609756,0 days 02:20:00.000000000,0 days 01:35:00.000000000,0 days 00:45:00.000000000,0 days 00:00:00.000000000,0.0,0.0,0.0,inf,inf,,2021-03-21 20:32:00,477 days 20:28:00.000000000,477.0,False,2009-01-03 00:00:00,2021-03-21 18:12:00,4460 days 18:12:00.000000000,4460.0
41,17rm2dvb439dZqyMe2d4D6AQJSgg6yeNRn,65.0,1.0,20008,,20008.6619445,0.66,66.0,2017-03-28 15:59:00,2022-06-23 01:21:00,2017-03-28 16:04:00,2017-03-28 16:04:00,34,0.10479819982588455,64.0,98.48484848484848,1.5151515151515151,96.96969696969697,1912 days 09:22:00.000000000,0 days 00:00:00.000000000,1912 days 09:22:00.000000000,0 days 00:05:00.000000000,1912.0,0.0,0.0,10.464781351725941,inf,-inf,2022-06-23 01:21:00,19 days 15:39:00.000000000,19.0,False,2009-01-03 00:00:00,2017-03-28 15:59:00,3006 days 15:59:00.000000000,3006.0
42,1PeizMg76Cf96nUQrYg8xuoZWLQozU5zGW,97.0,0.0,19414,,19414.43070793,0.0,97.0,2010-07-24 14:16:00,2022-06-17 02:55:00,,,34,0.1016869377958678,97.0,100.0,0.0,100.0,4345 days 12:39:00.000000000,,,,4345.0,,,4.468223408039126,,,2022-06-17 02:55:00,25 days 14:05:00.000000000,25.0,False,2009-01-03 00:00:00,2010-07-24 14:16:00,567 days 14:16:00.000000000,567.0
43,3K5dmrkBMS8ZVgERMLwiw7PJuG8GWTbo8e,3.0,0.0,18600,,18600.04804228,0.0,3.0,2021-11-03 01:40:00,2022-06-17 02:55:00,,,34,0.09742335649547444,3.0,100.0,0.0,100.0,226 days 01:15:00.000000000,,,,226.0,,,82.30109753221238,,,2022-06-17 02:55:00,25 days 14:05:00.000000000,25.0,False,2009-01-03 00:00:00,2021-11-03 01:40:00,4687 days 01:40:00.000000000,4687.0
44,3H5JTt42K7RmZtromfTSefcMEFMMe18pMD,72.0,15.0,16786,Exchange,39110.13981154,22324.18857339,87.0,2018-12-23 01:50:00,2022-06-09 16:33:00,2019-01-28 19:14:00,2021-09-15 20:29:00,34,0.08792196032973301,57.0,82.75862068965517,17.24137931034483,65.51724137931035,1264 days 14:43:00.000000000,961 days 01:15:00.000000000,303 days 13:28:00.000000000,36 days 17:24:00.000000000,1264.0,961.0,36.0,30.9415663065981,23.23016500873049,7.71140129786761,2022-06-09 16:33:00,33 days 00:27:00.000000000,33.0,False,2009-01-03 00:00:00,2018-12-23 01:50:00,3641 days 01:50:00.000000000,3641.0
45,39gUvGynQ7Re3i15G3J2gp9DEB9LnLFPMN,201.0,199.0,16455,,311974.48719097,295519.28785382,400.0,2021-02-24 14:55:00,2022-07-06 03:38:00,2021-06-29 14:40:00,2022-07-04 10:59:00,34,0.0861882436093028,2.0,50.24999999999999,49.75,0.5,496 days 12:43:00.000000000,369 days 20:19:00.000000000,126 days 16:24:00.000000000,124 days 23:45:00.000000000,496.0,369.0,124.0,628.9808209495362,800.8652787366397,-171.88445778710343,2022-07-06 03:38:00,6 days 13:22:00.000000000,6.0,False,2009-01-03 00:00:00,2021-02-24 14:55:00,4435 days 14:55:00.000000000,4435.0
46,3FpYfDGJSdkMAvZvCrwPHDqdmGqUkTsJys,2952.0,2797.0,16422,,979167.51583394,962745.67955013,5749.0,2020-06-18 07:32:00,2022-07-10 13:52:00,2020-06-18 08:33:00,2022-07-09 06:55:00,34,0.08601539571874631,155.0,51.34806053226648,48.65193946773352,2.6961210645329623,752 days 06:20:00.000000000,750 days 22:22:00.000000000,1 days 07:58:00.000000000,0 days 01:01:00.000000000,752.0,750.0,0.0,1302.084462545133,1283.66090606684,18.423556478292994,2022-07-10 13:52:00,2 days 03:08:00.000000000,2.0,False,2009-01-03 00:00:00,2020-06-18 07:32:00,4184 days 07:32:00.000000000,4184.0
47,15pqaBHFwFEphRqmXAPbs3QRLLPB7e2uMb,36.0,0.0,16320,,16320.17019734,0.0,36.0,2021-08-10 23:29:00,2022-06-25 00:56:00,,,34,0.0854811386024808,36.0,100.0,0.0,100.0,318 days 01:27:00.000000000,,,,318.0,,,51.32128992874214,,,2022-06-25 00:56:00,17 days 16:04:00.000000000,17.0,False,2009-01-03 00:00:00,2021-08-10 23:29:00,4602 days 23:29:00.000000000,4602.0
